5.780653953552246094e-01,5.881328973485342448e-01
6.918505430221557617e-01,6.915743199871746683e-01
6.940429210662841797e-01,6.915743802144945773e-01
6.983333230018615723e-01,6.915744384427486846e-01
6.842591166496276855e-01,6.915730998677737107e-01
6.839318871498107910e-01,6.915695336437218677e-01
4.661020934581756592e-01,4.575604158924182485e-01
4.340977072715759277e-01,4.272169711995283947e-01
4.264087677001953125e-01,4.271598860700757117e-01
4.184896349906921387e-01,4.271344723586881220e-01
4.167470335960388184e-01,4.271297609014954033e-01
6.754353046417236328e-01,6.759820627791861547e-01
6.864484548568725586e-01,6.759621272607491127e-01
6.649301052093505859e-01,6.759534170057481806e-01
6.588826775550842285e-01,6.759035190182243191e-01
6.887695193290710449e-01,6.758520670736809510e-01
7.458124756813049316e-01,7.090334932469199991e-01
7.331919670104980469e-01,7.090333423857995143e-01
7.792389392852783203e-01,7.763390696688465820e-01
7.724950313568115234e-01,7.763391115793459862e-01
4.547665119171142578e-01,4.565927088688747637e-01
4.510448276996612549e-01,4.565927096061005441e-01
4.665929079055786133e-01,4.565926878591503035e-01
4.602326750755310059e-01,4.565926772911300113e-01
4.640759825706481934e-01,4.401858372888525217e-01
4.363213777542114258e-01,4.401858372878028058e-01
4.301770031452178955e-01,4.401858372869976721e-01
5.771453380584716797e-01,5.710015416476577066e-01
5.603300333023071289e-01,5.710006018489914847e-01
5.619026422500610352e-01,5.587465450844537607e-01
5.619531273841857910e-01,5.587479459293829276e-01
5.621658563613891602e-01,5.587506795148126093e-01
4.873747229576110840e-01,4.789109414099105844e-01
4.797191321849822998e-01,4.788964042542164790e-01
4.738911688327789307e-01,4.788940891620523943e-01
6.954606175422668457e-01,6.987270576438598946e-01
6.879664659500122070e-01,6.987262050865714613e-01
5.386928319931030273e-01,5.405367054806171634e-01
5.333283543586730957e-01,5.405373318868263999e-01
5.432379841804504395e-01,5.919345331263056176e-01
6.091814041137695312e-01,6.037936004873557527e-01
6.003893017768859863e-01,6.037935858829681646e-01
5.989265441894531250e-01,5.980243560114704149e-01
4.154695272445678711e-01,4.101825893092900244e-01
4.113037288188934326e-01,4.101821094356927766e-01
4.398006796836853027e-01,4.388473583081307083e-01
4.397931098937988281e-01,4.369272771224991803e-01
4.391142129898071289e-01,4.397993971432306859e-01
5.474737286567687988e-01,5.627533121445036368e-01
5.662447214126586914e-01,5.627532495427129966e-01
5.657534599304199219e-01,5.627531233925902043e-01
6.634514927864074707e-01,6.638834618391191711e-01
6.547633409500122070e-01,6.638834604288014196e-01
6.655473709106445312e-01,6.638569028198402222e-01
6.677706241607666016e-01,6.638568981927679413e-01
6.567658185958862305e-01,6.638568764946871648e-01
6.553684473037719727e-01,6.638568750770958982e-01
5.968812704086303711e-01,5.967012826166828710e-01
5.949675440788269043e-01,5.965032360765329944e-01
6.026260256767272949e-01,5.964664141687765486e-01
5.971356630325317383e-01,5.920121287054673775e-01
4.835208654403686523e-01,4.882663411008040799e-01
