8.072381839156150818e-03,1.112814638680363274e-02
-2.151049226522445679e-01,-2.105738688197140163e-01
-2.160846143960952759e-01,-2.105737460484343737e-01
-2.104886770248413086e-01,-2.105736271738989362e-01
-2.130796164274215698e-01,-2.105748296330960945e-01
-2.151160240173339844e-01,-2.105777846706156919e-01
1.041718125343322754e-01,1.049768791148714131e-01
-2.464997321367263794e-01,-2.465031554952392956e-01
-2.453003078699111938e-01,-2.464011426333087840e-01
-2.523295581340789795e-01,-2.463547000811623922e-01
-2.362209111452102661e-01,-2.463477488430312057e-01
-2.965661883354187012e-01,-2.992565108971066978e-01
-2.972612082958221436e-01,-2.992490095999749133e-01
-2.839226126670837402e-01,-2.992457061671850438e-01
-2.799048125743865967e-01,-2.992278258089573484e-01
-2.924704551696777344e-01,-2.992121955764218688e-01
-3.496472537517547607e-01,-3.201506383270907308e-01
-3.429643213748931885e-01,-3.201508818893086805e-01
-3.789268434047698975e-01,-3.783121765243488976e-01
-3.562749922275543213e-01,-3.783121942933627135e-01
2.975986003875732422e-01,2.957760926647048372e-01
2.967258989810943604e-01,2.957760939466917982e-01
2.961404025554656982e-01,2.957760386459646895e-01
2.999110817909240723e-01,2.957760296905897479e-01
2.948517501354217529e-01,2.864959996382224761e-01
2.919391095638275146e-01,2.864959996294625943e-01
2.903360128402709961e-01,2.864959996228276795e-01
1.781037598848342896e-01,1.767223663254112731e-01
1.813628226518630981e-01,1.767194796107724175e-01
1.712961047887802124e-01,1.693912406691122641e-01
1.660175472497940063e-01,1.693925959465303333e-01
1.799704879522323608e-01,1.693951283782621775e-01
-8.591745793819427490e-02,-7.579031461378461787e-02
-7.316220551729202271e-02,-7.579718945207071512e-02
-8.068954944610595703e-02,-7.579828484188994020e-02
-2.793806493282318115e-01,-2.786287845897806870e-01
-2.697654962539672852e-01,-2.786244809594098926e-01
1.236489862203598022e-01,1.227155986637202961e-01
1.256614476442337036e-01,1.227178716566926786e-01
1.418969780206680298e-01,5.348127568164441625e-02
-3.617672324180603027e-01,-3.666339025446699318e-01
-3.672735393047332764e-01,-3.666338856563179371e-01
-3.559758663177490234e-01,-3.556446741292793035e-01
-3.513716757297515869e-01,-3.569619901020876229e-01
-3.532117307186126709e-01,-3.569609149847983720e-01
-3.049615025520324707e-01,-3.013816501153315230e-01
3.866671621799468994e-01,3.883730503481063190e-01
5.230251550674438477e-01,5.232486077828872872e-01
8.227509260177612305e-02,7.953103788249318851e-02
7.136114686727523804e-02,7.953099281071282500e-02
7.310118526220321655e-02,7.953090105885447791e-02
-4.061108231544494629e-01,-4.121478406605043610e-01
-4.034311771392822266e-01,-4.121478380906781758e-01
-4.026322066783905029e-01,-4.121526466036569691e-01
-4.073798954486846924e-01,-4.121526391658126842e-01
-3.957005739212036133e-01,-4.121525957083724823e-01
-4.066790640354156494e-01,-4.121525928576397768e-01
-2.012403607368469238e-01,-2.022570607149321020e-01
-2.021785527467727661e-01,-2.020927157379765193e-01
-2.245705276727676392e-01,-2.020629504011923483e-01
-1.984671205282211304e-01,-2.009101534185068205e-01
3.380258977413177490e-01,3.369606969948791275e-01
3.242914080619812012e-01,3.223410358181651447e-01
3.232179582118988037e-01,3.223437605810584028e-01
3.169015049934387207e-01,3.223488251889921608e-01
-2.621371448040008545e-01,-2.647009173966227147e-01
-2.582255005836486816e-02,-2.874793993893152641e-02
2.252549976110458374e-01,2.257406081915464269e-01
2.327399998903274536e-01,2.257382322025716370e-01
2.222789674997329712e-01,2.257343491628077403e-01
2.143213003873825073e-01,2.142086605020266377e-01
2.061122655868530273e-01,2.063792095318324749e-01
1.982959508895874023e-01,2.061216007416382390e-01
